stock_id,stock_name,market,market_cap,sector,industry,symbol
61128c48fc13ae5a9d000146,"Charles River Laboratories International, Inc.",NYSE,$4.56B,Health Care,Biotechnology: Commercial Physical & Biological Resarch,CRL
61128c48fc13ae5a9d000147,First Trust Japan AlphaDEX Fund,NASDAQ,$57.72M,n/a,n/a,FJP
61128c48fc13ae5a9d000148,"Aclaris Therapeutics, Inc.",NASDAQ,$681.44M,Health Care,Major Pharmaceuticals,ACRS
61128c48fc13ae5a9d000149,INVESCO MORTGAGE CAPITAL INC,NYSE,$1.9B,Consumer Services,Real Estate Investment Trusts,IVR
61128c48fc13ae5a9d00014a,"Twenty-First Century Fox, Inc.",NASDAQ,$33.51B,Consumer Services,Television Services,FOXA
61128c48fc13ae5a9d00014b,Discover Financial Services,NYSE,n/a,n/a,n/a,DFS^B
61128c48fc13ae5a9d00014c,First Trust RiverFront Dynamic Europe ETF,NASDAQ,$52.66M,n/a,n/a,RFEU
61128c48fc13ae5a9d00014d,"Loxo Oncology, Inc.",NASDAQ,$1.89B,Health Care,Major Pharmaceuticals,LOXO
61128c48fc13ae5a9d00014e,"Urban One, Inc. ",NASDAQ,$106.3M,Consumer Services,Broadcasting,UONE
61128c48fc13ae5a9d00014f,"Juno Therapeutics, Inc.",NASDAQ,$2.47B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),JUNO
61128c48fc13ae5a9d000150,"Littelfuse, Inc.",NASDAQ,$3.69B,Consumer Durables,Electrical Products,LFUS
61128c48fc13ae5a9d000151,United States Steel Corporation,NYSE,$3.52B,Basic Industries,Steel/Iron Ore,X
61128c48fc13ae5a9d000152,Blackrock Municipal 2020 Term Trust,NYSE,$320.35M,n/a,n/a,BKK
61128c48fc13ae5a9d000153,AXT Inc,NASDAQ,$248.85M,Technology,Semiconductors,AXTI
61128c48fc13ae5a9d000154,Balchem Corporation,NASDAQ,$2.56B,Basic Industries,Major Chemicals,BCPC
61128c48fc13ae5a9d000155,"Kindred Healthcare, Inc.",NYSE,$907.72M,Health Care,Hospital/Nursing Management,KND
61128c48fc13ae5a9d000156,National Holdings Corporation,NASDAQ,n/a,Finance,Investment Bankers/Brokers/Service,NHLDW
61128c48fc13ae5a9d000157,GasLog LP.,NYSE,$1.14B,Consumer Services,Marine Transportation,GLOG
61128c48fc13ae5a9d000158,St. Joe Company (The),NYSE,$1.26B,Consumer Services,Homebuilding,JOE
61128c48fc13ae5a9d000159,The Gabelli Healthcare & Wellness Trust,NYSE,$208.41M,n/a,n/a,GRX
61128c48fc13ae5a9d00015a,"Cypress Energy Partners, L.P.",NYSE,$84.93M,Energy,Oilfield Services/Equipment,CELP
61128c48fc13ae5a9d00015b,National Energy Services Reunited Corp.,NASDAQ,n/a,Finance,Business Services,NESR
61128c48fc13ae5a9d00015c,Cellect Biotechnology Ltd.,NASDAQ,n/a,n/a,n/a,APOPW
61128c48fc13ae5a9d00015d,"Patrick Industries, Inc.",NASDAQ,$1.27B,Basic Industries,Forest Products,PATK
61128c48fc13ae5a9d00015e,"Synthesis Energy Systems, Inc.",NASDAQ,$61.12M,Basic Industries,Major Chemicals,SYMX
61128c48fc13ae5a9d00015f,Dreyfus High Yield Strategies Fund,NYSE,$255.93M,n/a,n/a,DHF
61128c48fc13ae5a9d000160,Kearny Financial,NASDAQ,$1.27B,Finance,Savings Institutions,KRNY
61128c48fc13ae5a9d000161,ChromaDex Corporation,NASDAQ,$153.95M,Consumer Durables,Specialty Chemicals,CDXC
61128c48fc13ae5a9d000162,"Hudson Pacific Properties, Inc.",NYSE,$5.56B,Finance,Real Estate,HPP
61128c48fc13ae5a9d000163,"Ritter Pharmaceuticals, Inc.",NASDAQ,$9.14M,Health Care,Major Pharmaceuticals,RTTR
61128c48fc13ae5a9d000164,Texas Instruments Incorporated,NASDAQ,$79.41B,Technology,Semiconductors,TXN
61128c48fc13ae5a9d000165,"Equity Lifestyle Properties, Inc.",NYSE,n/a,n/a,n/a,ELS^C
61128c48fc13ae5a9d000166,"Juno Therapeutics, Inc.",NASDAQ,$2.47B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),JUNO
61128c48fc13ae5a9d000167,IBERIABANK Corporation,NASDAQ,n/a,Finance,Major Banks,IBKCO
61128c48fc13ae5a9d000168,Primoris Services Corporation,NASDAQ,$1.27B,Basic Industries,Water Supply,PRIM
61128c48fc13ae5a9d000169,"Watsco, Inc.",NYSE,n/a,n/a,n/a,WSO.B
61128c48fc13ae5a9d00016a,Xcel Energy Inc.,NYSE,$24.27B,Public Utilities,Power Generation,XEL
61128c48fc13ae5a9d00016b,Great Ajax Corp.,NYSE,$273.46M,Consumer Services,Real Estate Investment Trusts,AJX
61128c48fc13ae5a9d00016c,Cincinnati Bell Inc,NYSE,n/a,n/a,n/a,CBB^B
61128c48fc13ae5a9d00016d,"Royce Micro-Cap Trust, Inc.",NYSE,$323.02M,n/a,n/a,RMT
61128c48fc13ae5a9d00016e,"Hennessy Advisors, Inc.",NASDAQ,$120.43M,Finance,Investment Managers,HNNA
61128c48fc13ae5a9d00016f,Calamos Global Total Return Fund,NASDAQ,$111.57M,n/a,n/a,CGO
61128c48fc13ae5a9d000170,Navistar International Corporation,NYSE,n/a,Capital Goods,Auto Manufacturing,NAV^D
61128c48fc13ae5a9d000171,The Kraft Heinz Company,NASDAQ,$108.87B,Consumer Non-Durables,Packaged Foods,KHC
61128c48fc13ae5a9d000172,"Hawaiian Electric Industries, Inc.",NYSE,n/a,n/a,n/a,HE^U
61128c48fc13ae5a9d000173,"Rexford Industrial Realty, Inc.",NYSE,n/a,n/a,n/a,REXR^A
61128c48fc13ae5a9d000174,"CB Financial Services, Inc.",NASDAQ,$110.17M,Finance,Major Banks,CBFV
61128c48fc13ae5a9d000175,Voya International High Dividend Equity Income Fund,NYSE,$61.57M,n/a,n/a,IID
61128c48fc13ae5a9d000176,Herc Holdings Inc.,NYSE,$1.06B,n/a,n/a,HRI
61128c48fc13ae5a9d000177,Taro Pharmaceutical Industries Ltd.,NYSE,$4.57B,Health Care,Major Pharmaceuticals,TARO
61128c48fc13ae5a9d000178,"Continental Resources, Inc.",NYSE,$12.39B,Energy,Oil & Gas Production,CLR
61128c48fc13ae5a9d000179,TiVo Corporation,NASDAQ,$2.25B,Miscellaneous,Multi-Sector Companies,TIVO
61128c48fc13ae5a9d00017a,Mesabi Trust,NYSE,$173.18M,Basic Industries,Precious Metals,MSB
61128c48fc13ae5a9d00017b,"Goldman Sachs Group, Inc. (The)",NYSE,n/a,n/a,n/a,GS^J
61128c48fc13ae5a9d00017c,"CYS Investments, Inc.",NYSE,n/a,n/a,n/a,CYS^A
61128c48fc13ae5a9d00017d,"Independence Contract Drilling, Inc.",NYSE,$144.44M,Energy,Oil & Gas Production,ICD
61128c48fc13ae5a9d00017e,Horizon Pharma plc,NASDAQ,$1.67B,Health Care,Major Pharmaceuticals,HZNP
61128c48fc13ae5a9d00017f,Select Medical Holdings Corporation,NYSE,$1.88B,Health Care,Hospital/Nursing Management,SEM
61128c48fc13ae5a9d000180,"Kindred Healthcare, Inc.",NYSE,$907.72M,Health Care,Hospital/Nursing Management,KND
61128c48fc13ae5a9d000181,Methanex Corporation,NASDAQ,$3.63B,Basic Industries,Major Chemicals,MEOH
61128c48fc13ae5a9d000182,"Northwest Bancshares, Inc.",NASDAQ,$1.65B,Finance,Major Banks,NWBI
61128c48fc13ae5a9d000183,National Beverage Corp.,NASDAQ,$4.16B,Consumer Non-Durables,Beverages (Production/Distribution),FIZZ
61128c48fc13ae5a9d000184,Legg Mason US Diversified Core ETF,NASDAQ,$3.08M,n/a,n/a,UDBI
61128c48fc13ae5a9d000185,"Momenta Pharmaceuticals, Inc.",NASDAQ,$1.24B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),MNTA
61128c48fc13ae5a9d000186,Benitec Biopharma Limited,NASDAQ,$21.44M,Health Care,Major Pharmaceuticals,BNTC
61128c48fc13ae5a9d000187,"MEI Pharma, Inc.",NASDAQ,$73.91M,Health Care,Major Pharmaceuticals,MEIP
61128c48fc13ae5a9d000188,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",NYSE,$763.43M,n/a,n/a,LDP
61128c48fc13ae5a9d000189,Toll Brothers Inc.,NYSE,$6.3B,Capital Goods,Homebuilding,TOL
61128c48fc13ae5a9d00018a,Equitable Financial Corp.,NASDAQ,$35.01M,Finance,Savings Institutions,EQFN
61128c48fc13ae5a9d00018b,Sanchez Energy Corporation,NYSE,$618.24M,Energy,Oil & Gas Production,SN
61128c48fc13ae5a9d00018c,Nam Tai Property Inc.,NYSE,$280.64M,Finance,Real Estate,NTP
61128c48fc13ae5a9d00018d,"Foot Locker, Inc.",NYSE,$6.83B,Consumer Services,Clothing/Shoe/Accessory Stores,FL
61128c48fc13ae5a9d00018e,eHi Car Services Limited,NYSE,$698.89M,Consumer Services,Rental/Leasing Companies,EHIC
61128c48fc13ae5a9d00018f,"Ashford Hospitality Prime, Inc.",NYSE,n/a,n/a,n/a,AHP^B
61128c48fc13ae5a9d000190,"TriState Capital Holdings, Inc.",NASDAQ,$702.5M,Finance,Major Banks,TSC
61128c48fc13ae5a9d000191,"Eleven Biotherapeutics, Inc.",NASDAQ,$34.58M,Health Care,Major Pharmaceuticals,EBIO
61128c48fc13ae5a9d000192,UMB Financial Corporation,NASDAQ,$3.68B,Finance,Major Banks,UMBF
61128c48fc13ae5a9d000193,Old National Bancorp,NASDAQ,$2.34B,Finance,Major Banks,ONB
61128c48fc13ae5a9d000194,"Bonanza Creek Energy, Inc.",NYSE,$636.43M,Energy,Oil & Gas Production,BCEI
61128c48fc13ae5a9d000195,CSP Inc.,NASDAQ,$42.78M,Technology,EDP Services,CSPI
61128c48fc13ae5a9d000196,S&P Global Inc.,NYSE,$38.28B,Finance,Finance: Consumer Services,SPGI
61128c48fc13ae5a9d000197,"Templeton Global Income Fund, Inc.",NYSE,$896.08M,n/a,n/a,GIM
61128c48fc13ae5a9d000198,"Liberty TripAdvisor Holdings, Inc.",NASDAQ,$858.79M,Technology,EDP Services,LTRPA
61128c48fc13ae5a9d000199,"National Security Group, Inc.",NASDAQ,$37M,Finance,Life Insurance,NSEC
61128c48fc13ae5a9d00019a,Invesco Mortgage Capital Inc.,NYSE,n/a,n/a,n/a,IVR^A
61128c48fc13ae5a9d00019b,"AmTrust Financial Services, Inc.",NYSE,n/a,Finance,Property-Casualty Insurers,AFST
61128c48fc13ae5a9d00019c,"Cedar Realty Trust, Inc.",NYSE,$440.65M,Consumer Services,Real Estate Investment Trusts,CDR
61128c48fc13ae5a9d00019d,Axis Capital Holdings Limited,NYSE,n/a,n/a,n/a,AXS^D
61128c48fc13ae5a9d00019e,Allstate Corporation (The),NYSE,n/a,n/a,n/a,ALL^B
61128c48fc13ae5a9d00019f,"Dollar Tree, Inc.",NASDAQ,$16.58B,Consumer Services,Department/Specialty Retail Stores,DLTR
61128c48fc13ae5a9d0001a0,Brookfield Business Partners L.P.,NYSE,$1.4B,Basic Industries,Engineering & Construction,BBU
61128c48fc13ae5a9d0001a1,CPB Inc.,NYSE,$967.78M,Finance,Major Banks,CPF
61128c48fc13ae5a9d0001a2,Kilroy Realty Corporation,NYSE,n/a,n/a,n/a,KRC^H
61128c48fc13ae5a9d0001a3,"Columbia Property Trust, Inc.",NYSE,$2.67B,Consumer Services,Real Estate Investment Trusts,CXP
61128c48fc13ae5a9d0001a4,Zions Bancorporation,NYSE,n/a,n/a,n/a,ZB^G
61128c48fc13ae5a9d0001a5,Osisko Gold Royalties Ltd,NYSE,$1.28B,Basic Industries,Precious Metals,OR
61128c48fc13ae5a9d0001a6,Ituran Location and Control Ltd.,NASDAQ,$731.26M,Consumer Non-Durables,Electronic Components,ITRN
61128c48fc13ae5a9d0001a7,BHP Billiton Limited,NYSE,$92.34B,Basic Industries,Precious Metals,BHP
61128c48fc13ae5a9d0001a8,"Taubman Centers, Inc.",NYSE,n/a,n/a,n/a,TCO^J
61128c48fc13ae5a9d0001a9,Bridgford Foods Corporation,NASDAQ,$130.25M,Consumer Non-Durables,Specialty Foods,BRID
61128c48fc13ae5a9d0001aa,Capital Senior Living Corporation,NYSE,$473.87M,Health Care,Hospital/Nursing Management,CSU
61128c48fc13ae5a9d0001ab,"LM Funding America, Inc.",NASDAQ,$13.56M,Finance,Finance: Consumer Services,LMFA
61128c48fc13ae5a9d0001ac,Playa Hotels & Resorts N.V.,NASDAQ,$1.1B,Consumer Services,Hotels/Resorts,PLYA
61128c48fc13ae5a9d0001ad,Sotherly Hotels Inc.,NASDAQ,$91.07M,Consumer Services,Real Estate Investment Trusts,SOHO
61128c48fc13ae5a9d0001ae,"Wynn Resorts, Limited",NASDAQ,$13.76B,Consumer Services,Hotels/Resorts,WYNN
61128c48fc13ae5a9d0001af,Royal Bank Scotland plc (The),NYSE,$37.92B,Finance,Commercial Banks,RBS
61128c48fc13ae5a9d0001b0,"EastGroup Properties, Inc.",NYSE,$2.92B,Consumer Services,Real Estate Investment Trusts,EGP
61128c48fc13ae5a9d0001b1,Chesapeake Utilities Corporation,NYSE,$1.23B,Public Utilities,Oil & Gas Production,CPK
61128c48fc13ae5a9d0001b2,"Silver Spring Networks, Inc.",NYSE,$559.9M,Technology,Computer Communications Equipment,SSNI
61128c48fc13ae5a9d0001b3,"Loxo Oncology, Inc.",NASDAQ,$1.89B,Health Care,Major Pharmaceuticals,LOXO
61128c48fc13ae5a9d0001b4,Genetic Technologies Ltd,NASDAQ,$12.31M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),GENE
61128c48fc13ae5a9d0001b5,"NextEra Energy, Inc.",NYSE,n/a,n/a,n/a,NEE^H
61128c48fc13ae5a9d0001b6,"Aerie Pharmaceuticals, Inc.",NASDAQ,$1.8B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),AERI
61128c48fc13ae5a9d0001b7,"S&T Bancorp, Inc.",NASDAQ,$1.24B,Finance,Major Banks,STBA
61128c48fc13ae5a9d0001b8,PowerShares Global Gold & Precious Metals Portfolio,NASDAQ,$36.8M,n/a,n/a,PSAU
61128c48fc13ae5a9d0001b9,Two Harbors Investments Corp,NYSE,$3.62B,Consumer Services,Real Estate Investment Trusts,TWO
61128c48fc13ae5a9d0001ba,Blue Bird Corporation,NASDAQ,$420.7M,Capital Goods,Construction/Ag Equipment/Trucks,BLBD
61128c48fc13ae5a9d0001bb,Cerner Corporation,NASDAQ,$21.82B,Technology,EDP Services,CERN
61128c48fc13ae5a9d0001bc,First Bancorp,NASDAQ,$768.07M,Finance,Major Banks,FBNC
61128c48fc13ae5a9d0001bd,Nuveen Core Equity Alpha Fund,NYSE,$234.72M,n/a,n/a,JCE
61128c48fc13ae5a9d0001be,CSP Inc.,NASDAQ,$42.78M,Technology,EDP Services,CSPI
61128c48fc13ae5a9d0001bf,Apache Corporation,NYSE,$18.85B,Energy,Oil & Gas Production,APA
61128c48fc13ae5a9d0001c0,Mercantile Bank Corporation,NASDAQ,$544.37M,Finance,Major Banks,MBWM
61128c48fc13ae5a9d0001c1,"ONEOK Partners, L.P.",NYSE,$14.31B,Public Utilities,Natural Gas Distribution,OKS
61128c48fc13ae5a9d0001c2,Pioneer Municipal High Income Trust,NYSE,$271.66M,n/a,n/a,MHI
61128c48fc13ae5a9d0001c3,"BioScrip, Inc.",NASDAQ,$306.09M,Health Care,Medical/Nursing Services,BIOS
61128c48fc13ae5a9d0001c4,"Syros Pharmaceuticals, Inc.",NASDAQ,$460.25M,Health Care,Major Pharmaceuticals,SYRS
61128c48fc13ae5a9d0001c5,Fidelity and Guaranty Life,NYSE,$1.82B,Finance,Life Insurance,FGL
61128c48fc13ae5a9d0001c6,John Hancock Income Securities Trust,NYSE,$170.51M,n/a,n/a,JHS
61128c48fc13ae5a9d0001c7,"Halozyme Therapeutics, Inc.",NASDAQ,$1.9B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),HALO
61128c48fc13ae5a9d0001c8,Landmark Infrastructure Partners LP,NASDAQ,n/a,Consumer Services,Real Estate,LMRKO
61128c48fc13ae5a9d0001c9,The Joint Corp.,NASDAQ,$48.27M,Miscellaneous,Multi-Sector Companies,JYNT
61128c48fc13ae5a9d0001ca,Santander Consumer USA Holdings Inc.,NYSE,$4.15B,Finance,Finance: Consumer Services,SC
61128c48fc13ae5a9d0001cb,"Southwest Bancorp, Inc.",NASDAQ,$474.65M,Finance,Major Banks,OKSB
61128c48fc13ae5a9d0001cc,"Energy Transfer Partners, L.P.",NYSE,$26.27B,Energy,Natural Gas Distribution,ETP
61128c48fc13ae5a9d0001cd,Blackrock MuniYield Investment Fund,NYSE,$217.64M,n/a,n/a,MYF
61128c48fc13ae5a9d0001ce,Core Laboratories N.V.,NYSE,$4.72B,Energy,Oilfield Services/Equipment,CLB
61128c48fc13ae5a9d0001cf,Aspen Insurance Holdings Limited,NYSE,n/a,n/a,n/a,AHL^C
61128c48fc13ae5a9d0001d0,Bank of America Corporation,NYSE,n/a,n/a,n/a,BAC^L
61128c48fc13ae5a9d0001d1,Vanda Pharmaceuticals Inc.,NASDAQ,$612.59M,Health Care,Major Pharmaceuticals,VNDA
61128c48fc13ae5a9d0001d2,Perion Network Ltd,NASDAQ,$151.22M,Technology,EDP Services,PERI
61128c48fc13ae5a9d0001d3,"Enanta Pharmaceuticals, Inc.",NASDAQ,$647.69M,Health Care,Major Pharmaceuticals,ENTA
61128c48fc13ae5a9d0001d4,SLM Corporation,NASDAQ,$4.52B,Finance,Finance: Consumer Services,SLM
61128c48fc13ae5a9d0001d5,"Telenav, Inc.",NASDAQ,$356.44M,Capital Goods,Industrial Machinery/Components,TNAV
61128c48fc13ae5a9d0001d6,Pyxis Tankers Inc.,NASDAQ,$26.87M,Transportation,Marine Transportation,PXS
61128c48fc13ae5a9d0001d7,"Equity Lifestyle Properties, Inc.",NYSE,n/a,n/a,n/a,ELS^C
61128c48fc13ae5a9d0001d8,Plumas Bancorp,NASDAQ,$95.92M,Finance,Finance Companies,PLBC
61128c48fc13ae5a9d0001d9,Gramercy Property Trust Inc.,NYSE,n/a,n/a,n/a,GPT^A
61128c48fc13ae5a9d0001da,LRAD Corporation,NASDAQ,$51.2M,Consumer Non-Durables,Consumer Electronics/Appliances,LRAD
61128c48fc13ae5a9d0001db,"Manitowoc Company, Inc. (The)",NYSE,$836.2M,Capital Goods,Construction/Ag Equipment/Trucks,MTW
61128c48fc13ae5a9d0001dc,"Del Taco Restaurants, Inc.",NASDAQ,n/a,Consumer Services,Restaurants,TACOW
61128c48fc13ae5a9d0001dd,"AutoNation, Inc.",NYSE,$4.08B,Consumer Durables,Automotive Aftermarket,AN
61128c48fc13ae5a9d0001de,UroGen Pharma Ltd.,NASDAQ,$186.89M,Health Care,Major Pharmaceuticals,URGN
61128c48fc13ae5a9d0001df,"Blackrock MuniYield California Fund, Inc.",NYSE,$326.9M,n/a,n/a,MYC
61128c48fc13ae5a9d0001e0,"Stoneridge, Inc.",NYSE,$411.46M,Capital Goods,Auto Parts:O.E.M.,SRI
61128c48fc13ae5a9d0001e1,Sprint Corporation,NYSE,$31.13B,Public Utilities,Telecommunications Equipment,S
61128c48fc13ae5a9d0001e2,United States Cellular Corporation,NYSE,$3.3B,Public Utilities,Telecommunications Equipment,USM
61128c48fc13ae5a9d0001e3,Forum Merger Corporation,NASDAQ,n/a,Finance,Business Services,FMCIW
61128c48fc13ae5a9d0001e4,"Pain Therapeutics, Inc.",NASDAQ,$27.03M,Health Care,Major Pharmaceuticals,PTIE
61128c48fc13ae5a9d0001e5,Eli Lilly and Company,NYSE,$90.35B,Health Care,Major Pharmaceuticals,LLY
61128c48fc13ae5a9d0001e6,MainStay DefinedTerm Municipal Opportunities Fund,NYSE,$546.13M,n/a,n/a,MMD
61128c48fc13ae5a9d0001e7,Cemex S.A.B. de C.V.,NYSE,$4.5B,Capital Goods,Building Materials,CX
61128c48fc13ae5a9d0001e8,"Strayer Education, Inc.",NASDAQ,$1.04B,Consumer Services,Other Consumer Services,STRA
61128c48fc13ae5a9d0001e9,Vipshop Holdings Limited,NYSE,$6.96B,Consumer Services,Catalog/Specialty Distribution,VIPS
61128c48fc13ae5a9d0001ea,Vanguard Total International Bond ETF,NASDAQ,$7.54B,n/a,n/a,BNDX
61128c48fc13ae5a9d0001eb,"MaxLinear, Inc",NYSE,$1.82B,Technology,Semiconductors,MXL
61128c48fc13ae5a9d0001ec,United Therapeutics Corporation,NASDAQ,$5.85B,Health Care,Major Pharmaceuticals,UTHR
61128c48fc13ae5a9d0001ed,"Coffee Holding Co., Inc.",NASDAQ,$25.61M,Consumer Non-Durables,Food Distributors,JVA
61128c48fc13ae5a9d0001ee,"Legg Mason, Inc.",NYSE,n/a,Finance,Investment Managers,LMHB
61128c48fc13ae5a9d0001ef,Blackstone GSO Long Short Credit Income Fund,NYSE,$207.43M,n/a,n/a,BGX
61128c48fc13ae5a9d0001f0,Blue Bird Corporation,NASDAQ,$420.7M,Capital Goods,Construction/Ag Equipment/Trucks,BLBD
61128c48fc13ae5a9d0001f1,Noah Holdings Ltd.,NYSE,$1.51B,Finance,Investment Managers,NOAH
61128c48fc13ae5a9d0001f2,Gorman-Rupp Company (The),NYSE,$708.43M,Capital Goods,Fluid Controls,GRC
61128c48fc13ae5a9d0001f3,Cherokee Inc.,NASDAQ,$94.54M,Consumer Non-Durables,Apparel,CHKE
61128c48fc13ae5a9d0001f4,"Champions Oncology, Inc.",NASDAQ,$27.34M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),CSBR
61128c48fc13ae5a9d0001f5,"Fusion Telecommunications International, Inc.",NASDAQ,$30.7M,Technology,Computer Software: Prepackaged Software,FSNN
61128c48fc13ae5a9d0001f6,Global Eagle Entertainment Inc.,NASDAQ,$269.58M,Consumer Services,Telecommunications Equipment,ENT
61128c48fc13ae5a9d0001f7,John Hancock Tax Advantaged Dividend Income Fund,NYSE,$901.61M,n/a,n/a,HTD
61128c48fc13ae5a9d0001f8,Bill Barrett Corporation,NYSE,$252.54M,Energy,Oil & Gas Production,BBG
61128c48fc13ae5a9d0001f9,"American Midstream Partners, LP",NYSE,$695.78M,Public Utilities,Natural Gas Distribution,AMID
61128c48fc13ae5a9d0001fa,Wells Fargo & Company,NYSE,n/a,n/a,n/a,WFE^A
61128c48fc13ae5a9d0001fb,"Rush Enterprises, Inc.",NASDAQ,$1.35B,Consumer Durables,Automotive Aftermarket,RUSHB
61128c48fc13ae5a9d0001fc,Frontier Communications Corporation,NASDAQ,n/a,Public Utilities,Telecommunications Equipment,FTRPR
61128c48fc13ae5a9d0001fd,Actuant Corporation,NYSE,$1.43B,Technology,Industrial Machinery/Components,ATU
61128c48fc13ae5a9d0001fe,Lumos Networks Corp.,NASDAQ,$427.4M,Public Utilities,Telecommunications Equipment,LMOS
61128c48fc13ae5a9d0001ff,First Trust South Korea AlphaDEX Fund,NASDAQ,$5.41M,n/a,n/a,FKO
61128c48fc13ae5a9d000200,"United Bancshares, Inc.",NASDAQ,$69.91M,Finance,Major Banks,UBOH
61128c48fc13ae5a9d000201,Fifth Third Bancorp,NASDAQ,$535.68M,Finance,Major Banks,FITBI
61128c48fc13ae5a9d000202,Zymeworks Inc.,NYSE,$240.93M,Health Care,Major Pharmaceuticals,ZYME
61128c48fc13ae5a9d000203,The9 Limited,NASDAQ,$28.19M,Miscellaneous,Business Services,NCTY
61128c48fc13ae5a9d000204,"Kura Oncology, Inc.",NASDAQ,$170.17M,Health Care,Major Pharmaceuticals,KURA
61128c48fc13ae5a9d000205,Ark Restaurants Corp.,NASDAQ,$85.01M,Consumer Services,Restaurants,ARKR
61128c48fc13ae5a9d000206,"West Pharmaceutical Services, Inc.",NYSE,$7.06B,Basic Industries,Specialty Chemicals,WST
61128c48fc13ae5a9d000207,Southern California Edison Company,NYSE,n/a,n/a,n/a,SCE^F
61128c48fc13ae5a9d000208,Mid Penn Bancorp,NASDAQ,$114.75M,Finance,Major Banks,MPB
61128c48fc13ae5a9d000209,Array BioPharma Inc.,NASDAQ,$1.28B,Health Care,Major Pharmaceuticals,ARRY
61128c48fc13ae5a9d00020a,"Gray Television, Inc.",NYSE,$1.02B,Consumer Services,Broadcasting,GTN
61128c48fc13ae5a9d00020b,"Miller Industries, Inc.",NYSE,$289.48M,Capital Goods,Construction/Ag Equipment/Trucks,MLR
61128c48fc13ae5a9d00020c,Inpixon ,NASDAQ,$3.85M,Technology,EDP Services,INPX
61128c48fc13ae5a9d00020d,"ANSYS, Inc.",NASDAQ,$10.41B,Technology,Computer Software: Prepackaged Software,ANSS
61128c48fc13ae5a9d00020e,Newtek Business Services Corp.,NASDAQ,n/a,n/a,n/a,NEWTL
61128c48fc13ae5a9d00020f,KLX Inc.,NASDAQ,$2.58B,Capital Goods,Aerospace,KLXI
61128c48fc13ae5a9d000210,"Banco Latinoamericano de Comercio Exterior, S.A.",NYSE,$1.1B,Finance,Commercial Banks,BLX
61128c48fc13ae5a9d000211,WPCS International Incorporated,NASDAQ,$4.79M,Consumer Services,Telecommunications Equipment,WPCS
61128c48fc13ae5a9d000212,"Marinus Pharmaceuticals, Inc.",NASDAQ,$29.15M,Health Care,Major Pharmaceuticals,MRNS
61128c48fc13ae5a9d000213,"Cardiovascular Systems, Inc.",NASDAQ,$1.02B,Health Care,Medical/Dental Instruments,CSII
61128c48fc13ae5a9d000214,Athene Holding Ltd.,NYSE,$9.79B,Finance,Life Insurance,ATH
61128c48fc13ae5a9d000215,Franklin Covey Company,NYSE,$279.93M,Consumer Services,Other Consumer Services,FC
61128c48fc13ae5a9d000216,Blue Capital Reinsurance Holdings Ltd.,NYSE,$169.43M,Finance,Property-Casualty Insurers,BCRH
61128c48fc13ae5a9d000217,Central European Media Enterprises Ltd.,NASDAQ,$613.79M,Consumer Services,Broadcasting,CETV
61128c48fc13ae5a9d000218,Atlantic Alliance Partnership Corp.,NASDAQ,$37.43M,Consumer Services,Services-Misc. Amusement & Recreation,AAPC
61128c48fc13ae5a9d000219,PowerShares DWA Developed Markets Momentum Portfolio,NASDAQ,$200.65M,n/a,n/a,PIZ
61128c48fc13ae5a9d00021a,Snap Inc.,NYSE,$20.68B,Technology,"Computer Software: Programming, Data Processing",SNAP
61128c48fc13ae5a9d00021b,Scotts Miracle-Gro Company (The),NYSE,$5.23B,Basic Industries,Agricultural Chemicals,SMG
61128c48fc13ae5a9d00021c,PowerShares DWA Consumer Cyclicals Momentum Portfolio,NASDAQ,$58.53M,n/a,n/a,PEZ
61128c48fc13ae5a9d00021d,"Pernix Therapeutics Holdings, Inc.",NASDAQ,$44.57M,Health Care,Major Pharmaceuticals,PTX
61128c48fc13ae5a9d00021e,"Westar Energy, Inc.",NYSE,$7.62B,Public Utilities,Power Generation,WR
61128c48fc13ae5a9d00021f,"America Movil, S.A.B. de C.V.",NYSE,$51.95B,Public Utilities,Telecommunications Equipment,AMOV
61128c48fc13ae5a9d000220,Virtus Global Multi-Sector Income Fund,NYSE,$194.72M,n/a,n/a,VGI
61128c48fc13ae5a9d000221,"GWG Holdings, Inc",NASDAQ,$60.75M,Finance,Life Insurance,GWGH
61128c48fc13ae5a9d000222,iPath US Treasury 5-year Bear ETN,NASDAQ,$1.25M,Finance,Commercial Banks,DFVS
61128c48fc13ae5a9d000223,First Trust High Yield Long/Short ETF,NASDAQ,$1.23B,n/a,n/a,HYLS
61128c48fc13ae5a9d000224,Farmers Capital Bank Corporation,NASDAQ,$300.86M,Finance,Major Banks,FFKT
61128c48fc13ae5a9d000225,Shore Bancshares Inc,NASDAQ,$215.57M,Finance,Major Banks,SHBI
61128c48fc13ae5a9d000226,Farmer Brothers Company,NASDAQ,$517.13M,Consumer Non-Durables,Packaged Foods,FARM
